Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Min_length_Tag_cm,Max_C_Depth_m,Max_length_Tag_cm,Max_Days_Tracked,Max_Hours_Recorded,Min_Days_Tracked,Min_Hours_Recorded,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,Not Reported,23.1,Not Reported,29.1,Not Reported,48,Not Reported,Not Reported,Not Reported,Small,Not Reported,Medium Term
Lara_Lizardi_2018,Chondrichthyes,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,24,120,33,120,646,45,96,Not Reported,3m to 40m,Medium,Long Term,Medium Term
Leclercq_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,8,16.9,12,20.4,219,Not Reported,20,Not Reported,3m to 40m,Small,Long Term,Not Reported
Leclercq_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Feasibility,Single,2,Saltwater,8,16.9,12,20.4,219,Not Reported,20,Not Reported,3m to 40m,Small,Long Term,Not Reported
Lee_2013,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,Not Reported,Not Reported,Not Reported,Not Reported,21,3,Not Reported,Not Reported,Not Reported,Not Reported,Medium Term,Short term
Lee_2013,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,Not Reported,Not Reported,Not Reported,21,3,Not Reported,Not Reported,Not Reported,Not Reported,Medium Term,Short term
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,0,Not Reported,10,Not Reported,1,10,0.13,2,3m to 40m,Not Reported,Short Term,Medium Term
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,Not Reported,10,Not Reported,1,10,0.13,2,3m to 40m,Not Reported,Short Term,Medium Term
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,Not Reported,10,Not Reported,1,10,0.13,2,3m to 40m,Not Reported,Short Term,Medium Term
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,0.5,24,1.5,45,561,0.3,0,0.3,Surface to 3m,Small,Long Term,Short term
Runde_2022,Teleostei,4,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Fisheries Management,Mortality Reduction,Single,2,Saltwater,0,33,5,108.5,Not Reported,Not Reported,Not Reported,Not Reported,3m to 40m,Medium,Not Reported,Not Reported
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Other Drivers of Movement and Behavior,Demographics,Multiple,3,Saltwater,0.5,24,1.5,45,561,0.3,0,0.3,Surface to 3m,Small,Long Term,Short term
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Other Drivers of Movement and Behavior,Diel differences,Multiple,3,Saltwater,0.5,24,1.5,45,561,0.3,0,0.3,Surface to 3m,Small,Long Term,Short term
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,1,35.1,10,90.3,1764,15.1,6,0.5,3m to 40m,Medium,Long Term,Medium Term
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,1,35.1,10,90.3,1764,15.1,6,0.5,3m to 40m,Medium,Long Term,Medium Term
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Methodological,Integrated approach,Single,2,Saltwater,1,35.1,10,90.3,1764,15.1,6,0.5,3m to 40m,Medium,Long Term,Medium Term
Matika_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,0,Not Reported,50,Not Reported,4,4.9,0.04,1.7,>40m,Not Reported,Short Term,Medium Term
Matika_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,Not Reported,50,Not Reported,4,4.9,0.04,1.7,>40m,Not Reported,Short Term,Medium Term
McCartin_2019,Teleostei,3,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Methodological,Integrated approach,Multiple,3,Freshwater,Not Reported,23.1,Not Reported,31.9,12,72,0.5,Not Reported,Not Reported,Small,Medium Term,Medium Term
McCartin_2019,Teleostei,3,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Freshwater,Not Reported,23.1,Not Reported,31.9,12,72,0.5,Not Reported,Not Reported,Small,Medium Term,Medium Term
McCartin_2019,Teleostei,3,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Resource-Use Management,Manmade structures,Multiple,3,Freshwater,Not Reported,23.1,Not Reported,31.9,12,72,0.5,Not Reported,Not Reported,Small,Medium Term,Medium Term
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,60,30,70,60,Not Reported,1,Not Reported,Not Reported,>40m,Medium,Not Reported,Short term
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,60,30,70,60,Not Reported,1,Not Reported,Not Reported,>40m,Medium,Not Reported,Short term
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Conservation Measures,Seismic testing,Single,2,Saltwater,60,30,70,60,Not Reported,1,Not Reported,Not Reported,>40m,Medium,Not Reported,Short term
Garner_2022,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Fisheries Management,Stock assessments,Single,2,Saltwater,38,42.7,39,47.6,21,0.25,Not Reported,Not Reported,3m to 40m,Medium,Medium Term,Short term
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Community structuring,Single,2,Saltwater,60,30,70,60,Not Reported,1,Not Reported,Not Reported,>40m,Medium,Not Reported,Short term
Miller_2004,Cetacea,3,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Behavioural Ecology,Energetics,Single,2,Saltwater,0,1600,0,38000,Not Reported,Not Reported,Not Reported,Not Reported,Surface to 3m,Large,Not Reported,Not Reported
Miller_2004,Cetacea,3,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Methodological,Feasibility,Single,2,Saltwater,0,1600,0,38000,Not Reported,Not Reported,Not Reported,Not Reported,Surface to 3m,Large,Not Reported,Not Reported
Miller_2004,Cetacea,3,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,1600,0,38000,Not Reported,Not Reported,Not Reported,Not Reported,Surface to 3m,Large,Not Reported,Not Reported
Nakamura_2015,Teleostei,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,105,100,200,6,1.41,4,Not Reported,>40m,Medium,Medium Term,Short term
Nakamura_2015,Teleostei,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,0,105,100,200,6,1.41,4,Not Reported,>40m,Medium,Medium Term,Short term
Nakamura_2015,Teleostei,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,105,100,200,6,1.41,4,Not Reported,>40m,Medium,Medium Term,Short term
Nakamura_2015,Teleostei,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,105,100,200,6,1.41,4,Not Reported,>40m,Medium,Medium Term,Short term
Narazaki_2009,Reptilia,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,Not Reported,58.8,Not Reported,85,16.9,Not Reported,4.9,Not Reported,Not Reported,Medium,Medium Term,Not Reported
Narazaki_2009,Reptilia,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Attributing behaviours to movement,Single,2,Saltwater,Not Reported,58.8,Not Reported,85,16.9,Not Reported,4.9,Not Reported,Not Reported,Medium,Medium Term,Not Reported
O_brien_2014,Teleostei,1,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Freshwater,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Surface to 3m,Not Reported,Not Reported,Not Reported
O_Dor_2002,Cephalopoda,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Behavioural Ecology,Energetics,Multiple,3,Saltwater,Not Reported,10.5,6,Not Reported,32,Not Reported,Not Reported,Not Reported,3m to 40m,Small,Medium Term,Not Reported
Okuyama_2013,Reptilia,Not Reported,DD + SA + AB,DataLogger_Satellite_Animalborne,Both_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,3,49.2,7.5,72.5,Not Reported,10.5,Not Reported,0.66,3m to 40m,Medium,Not Reported,Medium Term
Okuyama_2013,Reptilia,Not Reported,DD + SA + AB,DataLogger_Satellite_Animalborne,Both_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,3,49.2,7.5,72.5,Not Reported,10.5,Not Reported,0.66,3m to 40m,Medium,Not Reported,Medium Term
Okuyama_2013,Reptilia,Not Reported,DD + SA + AB,DataLogger_Satellite_Animalborne,Both_Animalborne,Data Logger_Satellite,Animal-borne,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,3,49.2,7.5,72.5,Not Reported,10.5,Not Reported,0.66,3m to 40m,Medium,Not Reported,Medium Term
Okuyama_2013,Reptilia,Not Reported,DD + SA + AB,DataLogger_Satellite_Animalborne,Both_Animalborne,Data Logger_Satellite,Animal-borne,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,3,49.2,7.5,72.5,Not Reported,10.5,Not Reported,0.66,3m to 40m,Medium,Not Reported,Medium Term
Okuyama_2015,Reptilia,Not Reported,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,3,49.2,7.5,72.5,Not Reported,5,Not Reported,2,3m to 40m,Medium,Not Reported,Medium Term
Papastamation_2018,Chondrichthyes,7,AC + DD + AB,Acoustic_DataLogger_Animalborne,Both_Animalborne,Acoustic_Data Logger,Animal-borne,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,0,105,40,127,1545,11,3,5,3m to 40m,Medium,Long Term,Medium Term
Papastamation_2018,Chondrichthyes,7,AC + DD + AB,Acoustic_DataLogger_Animalborne,Both_Animalborne,Acoustic_Data Logger,Animal-borne,Behavioural Ecology,Energetics,Multiple,3,Saltwater,0,105,40,127,1545,11,3,5,3m to 40m,Medium,Long Term,Medium Term
Papastamation_2018,Chondrichthyes,7,AC + DD + AB,Acoustic_DataLogger_Animalborne,Both_Animalborne,Acoustic_Data Logger,Animal-borne,Methodological,Integrated approach,Multiple,3,Saltwater,0,105,40,127,1545,11,3,5,3m to 40m,Medium,Long Term,Medium Term
Priede_1986,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Tagging procedure,Single,2,Saltwater,6500,Not Reported,6500,Not Reported,0.2,15,0.08,Not Reported,>40m,Not Reported,Short Term,Medium Term
Priede_1986,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Feasibility,Single,2,Saltwater,6500,Not Reported,6500,Not Reported,0.2,15,0.08,Not Reported,>40m,Not Reported,Short Term,Medium Term
Ratsimbazafindranahaka_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Reproductive Ecology,Parental offspring interactions,Single,2,Saltwater,0,Not Reported,1.5,Not Reported,0.3,0.3,0.06,0.06,Surface to 3m,Not Reported,Short Term,Short term
Ratsimbazafindranahaka_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,0,Not Reported,1.5,Not Reported,0.3,0.3,0.06,0.06,Surface to 3m,Not Reported,Short Term,Short term
Richard_2020,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,21.1,0,43.7,395,Not Reported,Not Reported,Not Reported,Surface to 3m,Small,Long Term,Not Reported
Richard_2020,Bivalvia,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,21.1,0,43.7,395,Not Reported,Not Reported,Not Reported,Surface to 3m,Small,Long Term,Not Reported
Richard_2020,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,0,21.1,0,43.7,395,Not Reported,Not Reported,Not Reported,Surface to 3m,Small,Long Term,Not Reported
Richard_2020,Bivalvia,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,0,21.1,0,43.7,395,Not Reported,Not Reported,Not Reported,Surface to 3m,Small,Long Term,Not Reported
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Conservation Measures,Marine protected areas and reserves,Multiple,3,Saltwater,2,500,50,700,4.6,8.5,0.33,0.8,>40m,Large,Short Term,Medium Term
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Saltwater,2,500,50,700,4.6,8.5,0.33,0.8,>40m,Large,Short Term,Medium Term
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Conservation Measures,Management,Multiple,3,Saltwater,2,500,50,700,4.6,8.5,0.33,0.8,>40m,Large,Short Term,Medium Term
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,2,500,50,700,4.6,8.5,0.33,0.8,>40m,Large,Short Term,Medium Term
Runde_2022,Teleostei,4,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,33,5,108.5,Not Reported,Not Reported,Not Reported,Not Reported,3m to 40m,Medium,Not Reported,Not Reported
Bacheler_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Fisheries Management,Stock assessments,Single,2,Saltwater,30,25,50,35.5,36,Not Reported,1,Not Reported,>40m,Medium,Medium Term,Not Reported
Sarno_1994,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Co_existence,Single,2,Saltwater,12,24,15,36,Not Reported,Not Reported,Not Reported,Not Reported,3m to 40m,Small,Not Reported,Not Reported
Sarno_1994,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,12,24,15,36,Not Reported,Not Reported,Not Reported,Not Reported,3m to 40m,Small,Not Reported,Not Reported
Semmens_2019,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,280,27,370,Not Reported,169.6,Not Reported,17.2,3m to 40m,Large,Not Reported,Long Term
Semmens_2019,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,0,280,27,370,Not Reported,169.6,Not Reported,17.2,3m to 40m,Large,Not Reported,Long Term
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,0,Not Reported,0,Not Reported,185,240,21,Not Reported,Surface to 3m,Not Reported,Long Term,Long Term
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,Not Reported,0,Not Reported,185,240,21,Not Reported,Surface to 3m,Not Reported,Long Term,Long Term
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Oceanagraphic Conditions,Single,2,Saltwater,0,Not Reported,0,Not Reported,185,240,21,Not Reported,Surface to 3m,Not Reported,Long Term,Long Term
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,0,Not Reported,0,Not Reported,185,240,21,Not Reported,Surface to 3m,Not Reported,Long Term,Long Term
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,Not Reported,0,Not Reported,185,240,21,Not Reported,Surface to 3m,Not Reported,Long Term,Long Term
Tackaberry_2020,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Reproductive Ecology,Parental offspring interactions,Single,2,Saltwater,4.1,550,61.4,Not Reported,0.3,7.2,0.12,3.1,>40m,Large,Short Term,Medium Term
Tackaberry_2020,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,4.1,550,61.4,Not Reported,0.3,7.2,0.12,3.1,>40m,Large,Short Term,Medium Term
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,0,40.8,0,50.9,2.9,Not Reported,1,Not Reported,Surface to 3m,Medium,Short Term,Not Reported
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Methodological,Paired lab approach,Multiple,3,Freshwater,0,40.8,0,50.9,2.9,Not Reported,1,Not Reported,Surface to 3m,Medium,Short Term,Not Reported
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Methodological,Feasibility,Multiple,3,Freshwater,0,40.8,0,50.9,2.9,Not Reported,1,Not Reported,Surface to 3m,Medium,Short Term,Not Reported
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,76,Not Reported,110,Not Reported,2.76,Not Reported,2.17,Not Reported,Medium,Not Reported,Short term
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,Not Reported,76,Not Reported,110,Not Reported,2.76,Not Reported,2.17,Not Reported,Medium,Not Reported,Short term
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,Not Reported,76,Not Reported,110,Not Reported,2.76,Not Reported,2.17,Not Reported,Medium,Not Reported,Short term
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,Not Reported,76,Not Reported,110,Not Reported,2.76,Not Reported,2.17,Not Reported,Medium,Not Reported,Short term
Van_deurs_2017,Teleostei,Not Reported,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Methodological,Tagging procedure,Single,2,Saltwater,10,35,10,37,5,Not Reported,1,Not Reported,3m to 40m,Medium,Short Term,Not Reported
Van_deurs_2017,Teleostei,Not Reported,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Freshwater,10,35,10,37,5,Not Reported,1,Not Reported,3m to 40m,Medium,Short Term,Not Reported
Volpov_2015,Phocidae,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,40,Not Reported,86,Not Reported,8,Not Reported,Not Reported,Not Reported,>40m,Not Reported,Medium Term,Not Reported
Volpov_2015,Phocidae,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,40,Not Reported,86,Not Reported,8,Not Reported,Not Reported,Not Reported,>40m,Not Reported,Medium Term,Not Reported
Watanabe_2020,Phocidae,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Freshwater,0,114,150,148,3.9,2,1.7,Not Reported,>40m,Medium,Short Term,Short term
White_2022,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
White_2022,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
White_2022,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Co_existence,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
White_2022,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Co_existence,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
White_2022,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Cooperative Behaviour,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
White_2022,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Cooperative Behaviour,Single,2,Saltwater,3,235,20,235,13.3,9.2,Not Reported,Not Reported,3m to 40m,Large,Medium Term,Medium Term
Wilson_2017,Phocidae,3,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,2.5,Not Reported,50.6,Not Reported,180,144,3,72,>40m,Not Reported,Long Term,Long Term
Wilson_2017,Phocidae,3,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,2.5,Not Reported,50.6,Not Reported,180,144,3,72,>40m,Not Reported,Long Term,Long Term
Wilson_2017,Phocidae,3,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Methodological,Integrated approach,Single,2,Saltwater,2.5,Not Reported,50.6,Not Reported,180,144,3,72,>40m,Not Reported,Long Term,Long Term
Wilson_2017,Phocidae,3,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,2.5,Not Reported,50.6,Not Reported,180,144,3,72,>40m,Not Reported,Long Term,Long Term
Winter_2019,Chondrichthyes,3,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,10,94,40,184,841,1,0,Not Reported,3m to 40m,Medium,Long Term,Short term
Winter_2019,Chondrichthyes,3,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Population structuring,Single,2,Saltwater,10,94,40,184,841,1,0,Not Reported,3m to 40m,Medium,Long Term,Short term
Winter_2019,Chondrichthyes,3,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Community structuring,Single,2,Saltwater,10,94,40,184,841,1,0,Not Reported,3m to 40m,Medium,Long Term,Short term
Winter_2019,Chondrichthyes,3,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,10,94,40,184,841,1,0,Not Reported,3m to 40m,Medium,Long Term,Short term
Winter_2019,Chondrichthyes,3,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Conservation Measures,Marine protected areas and reserves,Single,2,Saltwater,10,94,40,184,841,1,0,Not Reported,3m to 40m,Medium,Long Term,Short term
